"image_name";"organ";"species_id";"obs_id";"license";"partner";"author";"altitude";"latitude";"longitude";"gbif_species_id";"species";"genus";"family";"dataset";"publisher";"references";"url";"learn_tag";"image_backup_url"
"e80584c319e0b4a74a4b75ffcf2b8ee74e07a7f8.jpg";"leaf";"1396710";"1008618649";"cc-by-sa";"";"Laurent Leguay";"245.0";"44.95333333333333";"1.9352777777777777";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008618649";"https://bs.plantnet.org/image/o/e80584c319e0b4a74a4b75ffcf2b8ee74e07a7f8";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/e80584c319e0b4a74a4b75ffcf2b8ee74e07a7f8.jpg"
"bc4699ae445406fd860a87400173494e1a36a156.jpg";"leaf";"1396710";"1008617954";"cc-by-sa";"";"Laura N";"175.05";"51.44227600083333";"7.270906448333333";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008617954";"https://bs.plantnet.org/image/o/bc4699ae445406fd860a87400173494e1a36a156";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/bc4699ae445406fd860a87400173494e1a36a156.jpg"
"218b10190a8a5ad0c612a17fd43c5ba030ca24c1.jpg";"fruit";"1396710";"1008602756";"cc-by-sa";"";"Renee Louise";"";"";"";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008602756";"https://bs.plantnet.org/image/o/218b10190a8a5ad0c612a17fd43c5ba030ca24c1";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/218b10190a8a5ad0c612a17fd43c5ba030ca24c1.jpg"
"e6e5b406be7018b370389416bb71d0868b6e24dc.jpg";"leaf";"1396710";"1008593368";"cc-by-sa";"";"Mariné toni";"242.0";"42.3088539904";"2.7638706286";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008593368";"https://bs.plantnet.org/image/o/e6e5b406be7018b370389416bb71d0868b6e24dc";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/e6e5b406be7018b370389416bb71d0868b6e24dc.jpg"
"64077cd980fdf5ca28b47481f8242a5dfd5de127.jpg";"leaf";"1396710";"1008590866";"cc-by-sa";"";"didier VELASQUEZ";"";"";"";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008590866";"https://bs.plantnet.org/image/o/64077cd980fdf5ca28b47481f8242a5dfd5de127";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/64077cd980fdf5ca28b47481f8242a5dfd5de127.jpg"
"91743da473075c3efad82939a8c442b54af86c70.jpg";"leaf";"1396710";"1008583337";"cc-by-sa";"";"Gómez Pedro";"79.0";"43.5534905456";"-5.9235224035";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008583337";"https://bs.plantnet.org/image/o/91743da473075c3efad82939a8c442b54af86c70";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/91743da473075c3efad82939a8c442b54af86c70.jpg"
"c32c2604400ef249c84325496f1e1a10126c4898.jpg";"leaf";"1396710";"1008577013";"cc-by-sa";"";"Séverine Rudloff";"";"";"";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008577013";"https://bs.plantnet.org/image/o/c32c2604400ef249c84325496f1e1a10126c4898";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/c32c2604400ef249c84325496f1e1a10126c4898.jpg"
"33a991dded742ccfae248445010a4fb424edf6dd.jpg";"fruit";"1396710";"1008574743";"cc-by-sa";"";"Jean-Jacques Corvasier";"30.1624";"48.844498244";"2.2338507051";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008574743";"https://bs.plantnet.org/image/o/33a991dded742ccfae248445010a4fb424edf6dd";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/33a991dded742ccfae248445010a4fb424edf6dd.jpg"
"0b70c1e706f20051d63ab071cefa6666d7b5a124.jpg";"leaf";"1396710";"1008573594";"cc-by-sa";"";"garcia jovi";"331.0";"43.34601111111111";"-7.0912444444444445";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008573594";"https://bs.plantnet.org/image/o/0b70c1e706f20051d63ab071cefa6666d7b5a124";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/0b70c1e706f20051d63ab071cefa6666d7b5a124.jpg"
"39fd255c08318760f3fba85bcd71599771900cae.jpg";"leaf";"1396710";"1008556519";"cc-by-sa";"";"Colin Fontvieille";"514.0";"45.65919888888889";"3.092130555555556";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008556519";"https://bs.plantnet.org/image/o/39fd255c08318760f3fba85bcd71599771900cae";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/39fd255c08318760f3fba85bcd71599771900cae.jpg"
"a9953e9880f1189b6f1b018b654426d58498537a.jpg";"leaf";"1396710";"1008541347";"cc-by-sa";"";"missie collins";"84.7999";"52.6417683917";"1.5027716373";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008541347";"https://bs.plantnet.org/image/o/a9953e9880f1189b6f1b018b654426d58498537a";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/a9953e9880f1189b6f1b018b654426d58498537a.jpg"
"25c8004cde2eac03fb31291ad5a8b9e9bc54060a.jpg";"fruit";"1396710";"1008533205";"cc-by-sa";"";"Aura";"520.397";"46.36869897222222";"14.108435";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008533205";"https://bs.plantnet.org/image/o/25c8004cde2eac03fb31291ad5a8b9e9bc54060a";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/25c8004cde2eac03fb31291ad5a8b9e9bc54060a.jpg"
"9d8a67b8cc2d50adbb6cea57710837cae7c8754d.jpg";"leaf";"1396710";"1008516098";"cc-by-sa";"";"Gunther Luithle";"239.0";"49.0572627";"9.235947899722222";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008516098";"https://bs.plantnet.org/image/o/9d8a67b8cc2d50adbb6cea57710837cae7c8754d";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/9d8a67b8cc2d50adbb6cea57710837cae7c8754d.jpg"
"fd451e5b7e57275ab70aa27b80750b2d4c5d98aa.jpg";"fruit";"1396710";"1008513222";"cc-by-sa";"";"Murielle du Cap";"104.472";"43.68774497222222";"7.330365972222222";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008513222";"https://bs.plantnet.org/image/o/fd451e5b7e57275ab70aa27b80750b2d4c5d98aa";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/fd451e5b7e57275ab70aa27b80750b2d4c5d98aa.jpg"
"7ed64b42d3eb108308c549cda4479d8e7b30ce07.jpg";"leaf";"1396710";"1008509494";"cc-by-sa";"";"john carq";"185.0";"47.48484419444445";"3.646380861111111";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008509494";"https://bs.plantnet.org/image/o/7ed64b42d3eb108308c549cda4479d8e7b30ce07";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/7ed64b42d3eb108308c549cda4479d8e7b30ce07.jpg"
"ade5767b7b687c90bbb9e71d61802951ff3a449c.jpg";"leaf";"1396710";"1008507490";"cc-by-sa";"";"granich Doc";"161.3199";"45.48763519";"9.17936803";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008507490";"https://bs.plantnet.org/image/o/ade5767b7b687c90bbb9e71d61802951ff3a449c";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/ade5767b7b687c90bbb9e71d61802951ff3a449c.jpg"
"0f4fadd5c5e633e9012d10200f53b833b5ee2a97.jpg";"leaf";"1396710";"1008494786";"cc-by-sa";"";"Paul MOUGEL";"339.0";"48.65043253055556";"6.174633913888889";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008494786";"https://bs.plantnet.org/image/o/0f4fadd5c5e633e9012d10200f53b833b5ee2a97";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/0f4fadd5c5e633e9012d10200f53b833b5ee2a97.jpg"
"ba4e0947d044628976cfccbdbc73ffeb32fbda07.jpg";"leaf";"1396710";"1008490508";"cc-by-sa";"";"Becky Mitchell";"248.8";"42.19189";"-83.8127266667";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008490508";"https://bs.plantnet.org/image/o/ba4e0947d044628976cfccbdbc73ffeb32fbda07";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/ba4e0947d044628976cfccbdbc73ffeb32fbda07.jpg"
"1a9191af2e6eba12faf2acdc39de56a6e8c4ce56.jpg";"fruit";"1396710";"1008477017";"cc-by-sa";"";"jissai";"174.2508";"49.316452598";"1.2447636727";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008477017";"https://bs.plantnet.org/image/o/1a9191af2e6eba12faf2acdc39de56a6e8c4ce56";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/1a9191af2e6eba12faf2acdc39de56a6e8c4ce56.jpg"
"568afbc61a9df63a6c58b7336895417ff06fbb26.jpg";"leaf";"1396710";"1008471029";"cc-by-sa";"";"Jolia";"318.07";"42.8864760673";"12.6524103463";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008471029";"https://bs.plantnet.org/image/o/568afbc61a9df63a6c58b7336895417ff06fbb26";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/568afbc61a9df63a6c58b7336895417ff06fbb26.jpg"
"7ed637b0a9f7dc528d1b1736ed6ba86ada2a55d8.jpg";"fruit";"1396710";"1008448545";"cc-by-sa";"";"esther moore";"16.5056";"51.8526261328";"1.1679829211";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008448545";"https://bs.plantnet.org/image/o/7ed637b0a9f7dc528d1b1736ed6ba86ada2a55d8";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/7ed637b0a9f7dc528d1b1736ed6ba86ada2a55d8.jpg"
"1f07d66ef3c5ac3b1b28dda4e1b87c90cf47af61.jpg";"fruit";"1396710";"1008446754";"cc-by-sa";"";"Robert66";"346.0";"45.711137848";"9.2092987709";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008446754";"https://bs.plantnet.org/image/o/1f07d66ef3c5ac3b1b28dda4e1b87c90cf47af61";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/1f07d66ef3c5ac3b1b28dda4e1b87c90cf47af61.jpg"
"724962d0e543c3f375e815f4b704344f4e2143bd.jpg";"fruit";"1396710";"1008443749";"cc-by-sa";"";"Skwar Alexander";"450.3593";"47.57782349";"8.94131523";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008443749";"https://bs.plantnet.org/image/o/724962d0e543c3f375e815f4b704344f4e2143bd";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/724962d0e543c3f375e815f4b704344f4e2143bd.jpg"
"fc57bf7c14497229ace4c897b450746e69414634.jpg";"fruit";"1396710";"1008442384";"cc-by-sa";"";"girasol";"";"";"";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008442384";"https://bs.plantnet.org/image/o/fc57bf7c14497229ace4c897b450746e69414634";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/fc57bf7c14497229ace4c897b450746e69414634.jpg"
"4e125236221fdb05e7ab1afe5621220510947fd6.jpg";"leaf";"1396710";"1008430705";"cc-by-sa";"";"staryu";"";"";"";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008430705";"https://bs.plantnet.org/image/o/4e125236221fdb05e7ab1afe5621220510947fd6";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/4e125236221fdb05e7ab1afe5621220510947fd6.jpg"
"7524b22e01325335dc3a435bf7d8fb6bdd4d45d1.jpg";"leaf";"1396710";"1010049632";"cc-by-sa";"";"Nadja Goeree";"63.44";"52.799347222222224";"6.904419444444445";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1010049632";"https://bs.plantnet.org/image/o/7524b22e01325335dc3a435bf7d8fb6bdd4d45d1";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/7524b22e01325335dc3a435bf7d8fb6bdd4d45d1.jpg"
"c8497314bdc26837c582f1ef05340c482225f5be.jpg";"leaf";"1396710";"1008406930";"cc-by-sa";"";"aizawa chieko";"";"";"";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008406930";"https://bs.plantnet.org/image/o/c8497314bdc26837c582f1ef05340c482225f5be";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/c8497314bdc26837c582f1ef05340c482225f5be.jpg"
"e75962a489bdc0635413a9066fd6a595324f11fd.jpg";"leaf";"1396710";"1008393854";"cc-by-sa";"";"Marco Foti";"31.0";"41.89549509972222";"12.4863189";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008393854";"https://bs.plantnet.org/image/o/e75962a489bdc0635413a9066fd6a595324f11fd";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/e75962a489bdc0635413a9066fd6a595324f11fd.jpg"
"e83a97411b143ad7e07f7401fcaa1d283cb01070.jpg";"bark";"1396710";"1008392142";"cc-by-sa";"";"Bob Rott";"292.0";"48.90732191666667";"18.179084777777778";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008392142";"https://bs.plantnet.org/image/o/e83a97411b143ad7e07f7401fcaa1d283cb01070";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/e83a97411b143ad7e07f7401fcaa1d283cb01070.jpg"
"a817852e0cb5e977357efaa47d6c3562cc8462c0.jpg";"leaf";"1396710";"1008389443";"cc-by-sa";"";"Amy Porter";"57.0";"52.7031423";"-2.7444799";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008389443";"https://bs.plantnet.org/image/o/a817852e0cb5e977357efaa47d6c3562cc8462c0";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/a817852e0cb5e977357efaa47d6c3562cc8462c0.jpg"
"13e067c138915c3dc2a5cfec170e1933ac4c7217.jpg";"leaf";"1396710";"1008382742";"cc-by-sa";"";"MelissiAn Nicola";"50.0";"53.56888888888889";"9.63361111111111";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008382742";"https://bs.plantnet.org/image/o/13e067c138915c3dc2a5cfec170e1933ac4c7217";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/13e067c138915c3dc2a5cfec170e1933ac4c7217.jpg"
"9c894bdb5f525ec5cab8ec4a64c9480841269373.jpg";"leaf";"1396710";"1008381257";"cc-by-sa";"";"charles khoury";"77.5559";"43.614105008";"3.872466857";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008381257";"https://bs.plantnet.org/image/o/9c894bdb5f525ec5cab8ec4a64c9480841269373";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/9c894bdb5f525ec5cab8ec4a64c9480841269373.jpg"
"067a8cc67b7f628302fbf29f1ba971420624379e.jpg";"leaf";"1396710";"1008373461";"cc-by-sa";"";"pietro fusco";"251.844";"41.96374661111111";"12.795638916666666";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008373461";"https://bs.plantnet.org/image/o/067a8cc67b7f628302fbf29f1ba971420624379e";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/067a8cc67b7f628302fbf29f1ba971420624379e.jpg"
"445309a86dd46efde89879ef0824b5471d79dadb.jpg";"fruit";"1396710";"1008357266";"cc-by-sa";"";"petitsuisse45";"88.5377";"48.8782986347";"2.3798841611";"5284517.0";"Taxus baccata L.";"Taxus";"Taxaceae";"plantnet";"plantnet";"https://identify.plantnet.org/fr/k-southwestern-europe/observations/1008357266";"https://bs.plantnet.org/image/o/445309a86dd46efde89879ef0824b5471d79dadb";"train";"https://lab.plantnet.org/LifeCLEF/PlantCLEF2024/single_plant_training_data/PlantCLEF2024singleplanttrainingdata/train/1396710/445309a86dd46efde89879ef0824b5471d79dadb.jpg"
